ID1,ID2,ID3,ID4,V1,V2,V3,V4
141,93,60,43,0.0000,3.6250,0.0000,0.0000
141,93,60,59,0.0000,3.6250,0.0000,0.0000
141,137,92,59,0.0000,3.6250,0.0000,0.0000
141,137,92,90,0.0000,3.6250,0.0000,0.0000
145,155,122,68,-1.7335,-0.3385,0.7325,0.0000
145,155,122,134,0.0000,0.0000,0.2320,0.0000
145,155,122,140,0.0000,0.0000,0.2320,0.0000
145,155,135,115,0.3715,1.2540,-0.4025,0.0000
145,155,135,131,0.0000,0.0000,0.0000,0.0000
145,185,158,120,0.0000,0.0000,0.0000,0.0000
145,185,158,139,0.9325,0.0445,0.1755,0.0000
145,185,158,209,0.3715,1.2540,-0.4025,0.0000
146,143,105,71,0.0000,0.0000,0.0000,0.0000
146,143,105,113,0.0000,0.0000,0.0000,0.0000
146,143,105,123,0.0000,0.2730,0.0000,0.0000
147,104,64,46,1.1500,3.0445,0.0000,0.0000
147,104,64,58,0.0000,2.4500,0.0000,0.0000
147,130,94,63,0.0000,0.0000,0.1500,0.0000
147,130,94,100,0.0000,0.0000,0.1500,0.0000
147,130,94,108,0.6500,-0.0250,0.1000,0.0000
147,132,108,78,0.0000,0.0000,0.0000,0.0000
147,132,108,94,1.4295,1.0290,-5.6330,0.0000
147,132,108,136,0.0000,0.0000,0.0000,0.0000
150,144,129,88,0.0000,0.0000,0.1500,0.0000
150,144,129,149,0.6500,-0.0250,0.1000,0.0000
150,144,129,157,0.0000,0.0000,0.1500,0.0000
150,154,132,108,1.1500,3.0445,0.0000,0.0000
150,154,132,147,1.1500,3.0445,0.0000,0.0000
150,206,205,152,0.0000,3.0445,0.0000,0.0000
150,206,205,287,1.1500,3.0445,0.0000,0.0000
153,170,151,117,0.0000,3.6250,0.0000,0.0000
153,170,151,177,0.0000,3.6250,0.0000,0.0000
154,132,108,78,0.0000,0.0000,0.0000,0.0000
154,132,108,94,0.2595,0.4385,2.6165,0.0000
154,132,108,136,0.0000,0.0000,0.0000,0.0000
154,150,144,109,0.0000,0.0000,-0.0380,0.0000
154,150,144,129,-0.3390,0.8265,0.0000,0.0000
154,150,144,188,0.0000,0.0000,-0.0380,0.0000
155,122,68,52,0.2730,-1.0635,-0.4160,0.0000
155,122,68,57,0.0000,0.5830,0.0000,0.0000
155,135,115,82,1.1500,3.0445,0.0000,0.0000
155,135,115,112,0.0000,2.4500,0.0000,0.0000
156,149,101,70,0.0000,0.0000,0.0000,0.0000
156,149,101,111,0.0000,0.0000,0.0885,0.0000
156,149,129,88,0.0000,0.0000,0.1500,0.0000
156,149,129,144,0.0000,0.0000,0.1500,0.0000
156,149,129,157,0.0000,0.0000,0.1500,0.0000
158,139,125,164,-0.4955,-0.4345,0.3695,0.0000
158,185,145,102,0.0000,2.4500,0.0000,0.0000
158,185,145,155,1.1500,3.0445,0.0000,0.0000
159,177,151,117,0.0000,3.6250,0.0000,0.0000
159,177,151,170,0.0000,3.6250,0.0000,0.0000
160,106,69,38,0.9325,0.0445,0.1755,0.0000
160,106,69,75,0.0000,0.0000,0.0000,0.0000
160,106,69,77,0.3715,1.2540,-0.4025,0.0000
161,98,74,50,0.0000,0.0000,0.1735,0.0000
161,98,74,76,0.0000,0.0000,0.1735,0.0000
161,98,74,84,0.0000,0.0000,0.1735,0.0000
162,111,72,51,0.0000,1.9500,0.0000,0.0000
162,111,72,80,0.0000,1.9500,0.0000,0.0000
162,111,101,70,0.0000,1.9500,0.0000,0.0000
162,111,101,149,0.0000,3.9680,0.0000,0.0000
163,179,165,148,0.0000,3.6250,0.0000,0.0000
163,179,165,197,0.0000,3.6250,0.0000,0.0000
165,197,183,138,0.0000,0.0000,0.0000,0.0000
165,197,183,180,0.0000,0.0000,0.0000,0.0000
165,197,183,247,0.0000,0.0000,0.0000,0.0000
166,195,161,98,0.0000,0.0000,0.1500,0.0000
166,195,161,178,0.0000,0.0000,0.1500,0.0000
166,195,161,187,0.0000,0.0000,0.1500,0.0000
167,160,106,69,0.0000,2.4500,0.0000,0.0000
167,160,106,99,0.0000,2.4500,0.0000,0.0000
168,200,199,123,0.0000,0.0000,0.0000,0.0000
168,200,199,214,0.0000,0.0000,0.0000,0.0000
168,200,199,239,0.0000,0.0000,0.0000,0.0000
169,162,111,72,0.0000,1.9500,0.0000,0.0000
169,162,111,101,0.0000,1.9500,0.0000,0.0000
171,181,124,73,0.0000,0.0000,0.1500,0.0000
171,181,124,126,0.0000,0.0000,0.1500,0.0000
171,181,124,128,0.0000,0.0000,0.1500,0.0000
172,137,92,59,0.0000,3.6250,0.0000,0.0000
172,137,92,90,0.0000,3.6250,0.0000,0.0000
173,139,125,164,0.0000,0.0000,0.2250,0.0000
174,216,209,158,0.0000,3.0445,0.0000,0.0000
174,216,209,241,0.0000,2.4500,0.0000,0.0000
175,195,161,98,0.0000,0.0000,0.1500,0.0000
175,195,161,178,0.0000,0.0000,0.1500,0.0000
175,195,161,187,0.0000,0.0000,0.1500,0.0000
176,130,94,63,0.0000,0.0000,0.1500,0.0000
176,130,94,100,0.0000,0.0000,0.1500,0.0000
176,130,94,108,0.0000,0.0000,0.1500,0.0000
178,161,98,74,0.0000,0.0000,0.1920,0.0000
178,161,98,83,0.0000,0.0000,0.1500,0.0000
178,161,98,87,0.0000,0.0000,0.1500,0.0000
181,124,73,55,0.0000,0.0000,0.1500,0.0000
181,124,73,65,0.9105,0.4755,0.5840,0.0000
181,124,73,66,-0.3390,0.8265,0.0000,0.0000
182,181,124,73,0.0000,0.0000,0.1500,0.0000
182,181,124,126,0.0000,0.0000,0.1500,0.0000
182,181,124,128,0.0000,0.0000,0.1500,0.0000
183,197,165,148,0.0000,3.6250,0.0000,0.0000
183,197,165,179,0.0000,3.6250,0.0000,0.0000
183,247,230,193,0.0000,0.0000,0.0000,0.0000
183,247,230,296,0.9325,0.0445,0.1755,0.0000
184,154,132,108,0.0000,3.0445,0.0000,0.0000
184,154,132,147,0.0000,3.0445,0.0000,0.0000
184,154,150,107,0.0000,0.0000,0.0000,0.0000
184,154,150,144,0.0000,0.0000,0.0000,0.0000
184,154,150,206,0.0000,0.0000,0.0000,0.0000
